Player_ID,LastName,FirstName,Jersey_Num,Position,Height,Weight,Birth_Date,Age,Birth_City,Birth_Country,Rookie,Team_ID,Team_Abbr,Team_City,Team_Name,GamesPlayed,Goals,Assists,Points,Shots
4258,Bickell,Bryan,29,LW,"6'4""",223,3/9/1986,32,"Bowmanville, ON",Canada,N,3,CAR,Carolina,Hurricanes,11,1,0,1,8
5524,Biega,Alex,55,D,"5'10""",193,4/4/1988,30,"Montreal, QC",Canada,N,21,VAN,Vancouver,Canucks,36,0,3,3,37
3821,Bieksa,Kevin,2,D,"6'1""",197,6/16/1981,36,"Grimsby, ON",Canada,N,29,ANA,Anaheim,Ducks,81,3,11,14,94
4561,Bishop,Ben,31,G,"6'7""",225,11/21/1986,31,"Denver, CO",USA,N,28,LAK,Los Angeles,Kings,39,0,0,0,
5395,Bitetto,Anthony,2,D,"6'1""",210,7/15/1990,27,"Island Park, NY",USA,N,18,NSH,Nashville,Predators,29,0,7,7,17
8913,Bjorkstrand,Oliver,28,RW,"6'0""",177,4/10/1995,23,Herning,Denmark,N,19,CBJ,Columbus,Blue Jackets,26,6,7,13,55
5201,Bjugstad,Nick,27,C,"6'6""",218,7/17/1992,25,"Minneapolis, MN",USA,N,4,FLO,Florida,Panthers,54,7,7,14,91
5884,Blandisi,Joseph,64,C,"6'0""",182,7/18/1994,23,"Markham, ON",Canada,N,7,NJD,New Jersey,Devils,27,3,6,9,24
11492,Blidh,Anton,81,LW,"6'0""",201,3/14/1995,23,Molnlycke,Sweden,Y,11,BOS,Boston,Bruins,19,1,1,2,26
4083,Blunden,Michael,14,RW,"6'4""",217,12/15/1986,31,"Toronto, ON",Canada,N,13,OTT,Ottawa,Senators,2,0,0,0,1
4890,Bobrovsky,Sergei,72,G,"6'2""",182,9/20/1988,29,Novokuznetsk,Russia,N,19,CBJ,Columbus,Blue Jackets,65,0,0,0,
4538,Boedker,Mikkel,89,LW,"6'0""",210,12/16/1989,28,Brondby,Denmark,N,26,SJS,San Jose,Sharks,81,10,16,26,122
5618,Boeser,Brock,6,RW,"6'1""",191,2/25/1997,21,"Burnsville, MN",USA,Y,21,VAN,Vancouver,Canucks,9,4,1,5,25
4480,Bogosian,Zach,47,D,"6'3""",221,7/15/1990,27,"Massena, NY",USA,N,15,BUF,Buffalo,Sabres,56,2,9,11,73
4296,Boll,Jared,40,RW,"6'3""",206,5/13/1986,31,"Charlotte, NC",USA,N,29,ANA,Anaheim,Ducks,51,0,3,3,13
4775,Bonino,Nick,13,C,"6'1""",196,4/20/1988,30,"Hartford, CT",USA,N,10,PIT,Pittsburgh,Penguins,80,18,19,37,142
5067,Borowiecki,Mark,74,D,"6'1""",216,7/12/1989,28,"Ottawa, ON",Canada,N,13,OTT,Ottawa,Senators,70,1,2,3,50
5030,Bortuzzo,Robert,41,D,"6'4""",216,3/18/1989,29,"Thunder Bay, ON",Canada,N,17,STL,St. Louis,Blues,38,1,3,4,45
5246,Boucher,Reid,24,C,"5'10""",195,9/8/1993,24,"Lansing, MI",USA,N,21,VAN,Vancouver,Canucks,39,6,4,10,70
4949,Bouma,Lance,17,LW,"6'2""",208,3/25/1990,28,"Provost, AB",Canada,N,23,CGY,Calgary,Flames,62,3,4,7,53
5244,Bournival,Michael,15,LW,"5'11""",198,5/31/1992,25,"Shawinigan, QC",Canada,N,1,TBL,Tampa Bay,Lightning,19,2,1,3,25
5057,Bourque,Gabriel,57,LW,"5'10""",206,9/23/1990,27,"Rimouski, QC",Canada,N,22,COL,Colorado,Avalanche,6,0,0,0,4
3633,Bourque,Rene,17,LW,"6'2""",217,12/10/1981,36,"Lac La Biche, AB",Canada,N,22,COL,Colorado,Avalanche,65,12,6,18,111
255,Bouwmeester,Jay,19,D,"6'4""",206,9/27/1983,34,"Edmonton, AB",Canada,N,17,STL,St. Louis,Blues,81,1,14,15,106
4373,Boychuk,Johnny,55,D,"6'2""",227,1/19/1984,34,"Edmonton, AB",Canada,N,8,NYI,New York,Islanders,66,6,17,23,155
4386,Boyle,Brian,24,C,"6'6""",245,12/18/1984,33,"Hingham, MA",USA,N,12,TOR,Toronto,Maple Leafs,75,13,12,25,131
4686,Bozak,Tyler,42,C,"6'1""",199,3/19/1986,32,"Regina, SK",Canada,N,12,TOR,Toronto,Maple Leafs,78,18,37,55,145
4354,Brassard,Derick,19,C,"6'1""",204,9/21/1987,30,"Hull, QC",Canada,N,13,OTT,Ottawa,Senators,81,14,25,39,195
4916,Braun,Justin,61,D,"6'2""",205,2/10/1987,31,"Minneapolis, MN",USA,N,26,SJS,San Jose,Sharks,81,4,9,13,95
4878,Brodie,T.J.,7,D,"6'1""",182,6/7/1990,27,"Chatham, ON",Canada,N,23,CGY,Calgary,Flames,82,6,30,36,78
5123,Brodin,Jonas,25,D,"6'1""",194,7/12/1993,24,Karlstad,Sweden,N,25,MIN,Minnesota,Wild,68,3,22,25,85
3736,Brodziak,Kyle,28,C,"6'2""",209,5/25/1984,33,"St. Paul, AB",Canada,N,17,STL,St. Louis,Blues,69,8,7,15,55
11807,Brodzinski,Jonny,76,C,"6'1""",217,6/19/1993,24,"Ham Lake, MN",USA,Y,28,LAK,Los Angeles,Kings,6,0,2,2,17
5552,Brossoit,Laurent,1,G,"6'3""",204,3/23/1993,25,"Port Alberni, BC",Canada,N,24,EDM,Edmonton,Oilers,9,0,0,0,
4185,Brouwer,Troy,36,RW,"6'3""",215,8/17/1985,32,"Vancouver, BC",Canada,N,23,CGY,Calgary,Flames,74,13,12,25,86
8916,Brown,Connor,12,RW,"6'0""",185,1/14/1994,24,"Toronto, ON",Canada,N,12,TOR,Toronto,Maple Leafs,82,20,16,36,139
277,Brown,Dustin,23,LW,"6'0""",216,11/4/1984,33,"Ithaca, NY",USA,N,28,LAK,Los Angeles,Kings,80,14,22,36,175
5095,Brown,J.T.,23,RW,"5'10""",169,7/2/1990,27,"Burnsville, MN",USA,N,1,TBL,Tampa Bay,Lightning,64,3,3,6,66
5457,Brown,Patrick,36,C,"6'1""",216,5/29/1992,25,"Bloomfield Hills, MI",USA,N,3,CAR,Carolina,Hurricanes,14,0,0,0,12
10075,Buchnevich,Pavel,89,LW,"6'2""",191,4/17/1995,23,Cherepovets,Russia,Y,9,NYR,New York,Rangers,41,8,12,20,55
3635,Budaj,Peter,31,G,"6'1""",196,9/18/1982,35,Banská Bystrica,Slovakia,N,1,TBL,Tampa Bay,Lightning,60,0,1,1,
5451,Burakovsky,Andre,65,LW,"6'3""",201,2/9/1995,23,Klagenfurt,Austria,N,5,WSH,Washington,Capitals,64,12,23,35,111
11509,Burgdoerfer,Erik,46,D,"6'1""",207,12/11/1988,29,"Abington, PA",USA,Y,15,BUF,Buffalo,Sabres,2,0,0,0,2
4883,Burmistrov,Alexander,91,C,"6'1""",180,10/21/1991,26,Kazan,Russia,N,30,ARI,Arizona,Coyotes,49,5,11,16,45
15,Burns,Brent,88,D,"6'5""",230,3/9/1985,33,"Barrie, ON",Canada,N,26,SJS,San Jose,Sharks,82,29,47,76,320
3674,Burrows,Alexandre,14,RW,"6'1""",197,4/11/1981,37,"Pincourt, QC",Canada,N,13,OTT,Ottawa,Senators,75,15,16,31,143
4596,Butler,Chris,25,D,"6'1""",196,10/27/1986,31,"St. Louis, MO",USA,N,17,STL,St. Louis,Blues,1,0,0,0,1
3874,Byfuglien,Dustin,33,D,"6'5""",260,3/27/1985,33,"Roseau, MN",USA,N,2,WPJ,Winnipeg,Jets,80,13,39,52,241
4943,Byron,Paul,41,C,"5'9""",162,4/27/1989,28,"Ottawa, ON",Canada,N,14,MTL,Montreal,Canadiens,81,22,21,43,96
11308,Caggiula,Drake,36,LW,"5'10""",185,6/20/1994,23,"Pickering, ON",Canada,Y,24,EDM,Edmonton,Oilers,60,7,11,18,93
5354,Callahan,Mitch,57,RW,"5'11""",198,8/17/1991,26,"Whittier, CA",USA,Y,16,DET,Detroit,Red Wings,4,0,0,0,2
4145,Callahan,Ryan,24,RW,"5'10""",187,3/21/1985,33,"Rochester, NY",USA,N,1,TBL,Tampa Bay,Lightning,18,2,2,4,22
4935,Calvert,Matt,11,LW,"5'11""",186,12/24/1989,28,"Brandon, MB",Canada,N,19,CBJ,Columbus,Blue Jackets,65,10,5,15,92
721,Cammalleri,Mike,13,C,"5'9""",185,6/8/1982,35,"Toronto, ON",Canada,N,7,NJD,New Jersey,Devils,61,10,21,31,142
568,Campbell,Brian,51,D,"5'10""",192,5/23/1979,38,"Strathroy, ON",Canada,N,20,CHI,Chicago,Blackhawks,80,5,12,17,74
5271,Campbell,Jack,1,G,"6'2""",197,1/9/1992,26,"Port Huron, MI",USA,Y,28,LAK,Los Angeles,Kings,1,0,0,0,
5393,Cannone,Patrick,42,C,"5'11""",199,8/9/1986,31,"Bayport, NY",USA,Y,25,MIN,Minnesota,Wild,3,0,0,0,2
5238,Carey,Paul,28,C,"6'1""",200,9/24/1988,29,"Boston, MA",USA,N,5,WSH,Washington,Capitals,6,0,0,0,8
3880,Carle,Matthew,25,D,"6'0""",197,9/25/1984,33,"Anchorage, AK",USA,N,18,NSH,Nashville,Predators,6,0,1,1,2
5632,Carlo,Brandon,25,D,"6'5""",208,11/26/1996,21,"Colorado Springs, CO",USA,Y,11,BOS,Boston,Bruins,82,6,10,16,88
4735,Carlson,John,74,D,"6'3""",218,1/10/1990,28,"Natick, MA",USA,N,5,WSH,Washington,Capitals,73,9,28,37,180
5624,Carlsson,Gabriel,53,D,"6'5""",192,1/2/1997,21,Orebro,Sweden,Y,19,CBJ,Columbus,Blue Jackets,2,0,1,1,3
5886,Carpenter,Ryan,40,C,"6'0""",200,1/18/1991,27,"Oviedo, FL",USA,N,26,SJS,San Jose,Sharks,11,2,2,4,20
5880,Carr,Daniel,43,LW,"6'0""",193,11/1/1991,26,"Sherwood Park, AB",Canada,N,14,MTL,Montreal,Canadiens,33,2,7,9,44
5252,Carrick,Connor,8,D,"5'10""",192,4/13/1994,24,"Orland Park, IL",USA,N,12,TOR,Toronto,Maple Leafs,67,2,6,8,89
5479,Carrick,Sam,53,C,"6'0""",205,2/4/1992,26,"Markham, ON",Canada,N,12,TOR,Toronto,Maple Leafs,53,0,0,0,0
5710,Carrier,Alexandre,73,D,"5'11""",174,10/8/1996,21,"Quebec City, QC",Canada,Y,18,NSH,Nashville,Predators,2,0,0,0,1
10174,Carrier,William,48,LW,"6'2""",212,12/20/1994,23,"LaSalle, QC",Canada,Y,15,BUF,Buffalo,Sabres,41,5,3,8,50
3488,Carter,Jeff,77,C,"6'3""",217,1/1/1985,33,"London, ON",Canada,N,28,LAK,Los Angeles,Kings,82,32,34,66,250
5307,Ceci,Cody,5,D,"6'2""",207,12/21/1993,24,"Ottawa, ON",Canada,N,13,OTT,Ottawa,Senators,79,2,15,17,143
11744,Cehlarik,Peter,83,LW,"6'2""",202,8/2/1995,22,Zilina,Slovakia,Y,11,BOS,Boston,Bruins,11,0,2,2,8
5613,Chabot,Thomas,72,D,"6'2""",190,1/30/1997,21,"Sainte-Marie, QC",Canada,Y,13,OTT,Ottawa,Senators,1,0,0,0,1
5282,Chaput,Michael,45,C,"6'2""",204,4/9/1992,26,"Ile Bizard, QC",Canada,N,21,VAN,Vancouver,Canucks,68,4,4,8,64
218,Chara,Zdeno,33,D,"6'9""",250,3/18/1977,41,Trencin,Slovakia,N,11,BOS,Boston,Bruins,75,10,19,29,136
5285,Chiarot,Ben,7,D,"6'3""",219,5/9/1991,26,"Hamilton, ON",Canada,N,2,WPJ,Winnipeg,Jets,59,2,10,12,49
5200,Chiasson,Alex,39,RW,"6'4""",208,10/1/1990,27,"Montreal, QC",Canada,N,23,CGY,Calgary,Flames,81,12,12,24,104
388,Chimera,Jason,25,LW,"6'3""",215,5/1/1979,38,"Edmonton, AB",Canada,N,8,NYI,New York,Islanders,82,20,13,33,121
4504,Chorney,Taylor,4,D,"6'0""",193,4/26/1987,30,"Thunder Bay, ON",Canada,N,5,WSH,Washington,Capitals,18,1,4,5,19
9642,Chychrun,Jakob,6,D,"6'2""",210,3/31/1998,20,"Boca Raton, FL",USA,Y,30,ARI,Arizona,Coyotes,68,7,13,20,86
5083,Cizikas,Casey,53,C,"5'11""",200,2/27/1991,27,"Toronto, ON",Canada,N,8,NYI,New York,Islanders,59,8,17,25,82
5901,Claesson,Fredrik,33,D,"6'1""",200,11/24/1992,25,Stockholm,Sweden,N,13,OTT,Ottawa,Senators,33,3,8,11,25
5448,Clendening,Adam,4,D,"6'0""",196,10/26/1992,25,"Niagara Falls, NY",USA,N,9,NYR,New York,Rangers,31,2,9,11,38
4889,Clifford,Kyle,13,LW,"6'2""",211,1/13/1991,27,"Ayr, ON",Canada,N,28,LAK,Los Angeles,Kings,74,6,6,12,122
4318,Clutterbuck,Cal,15,RW,"5'11""",216,11/18/1987,30,"Welland, ON",Canada,N,8,NYI,New York,Islanders,66,5,15,20,115
3683,Coburn,Braydon,55,D,"6'5""",223,2/27/1985,33,"Shaunavon, SK",Canada,N,1,TBL,Tampa Bay,Lightning,80,5,7,12,102
4284,Cogliano,Andrew,7,C,"5'10""",177,6/14/1987,30,"Toronto, ON",Canada,N,29,ANA,Anaheim,Ducks,82,16,19,35,179
4980,Colborne,Joe,8,C,"6'5""",221,1/30/1990,28,"Calgary, AB",Canada,N,22,COL,Colorado,Avalanche,62,4,4,8,48
4905,Cole,Ian,28,D,"6'1""",219,2/19/1989,29,"Ann Arbor, MI",USA,N,10,PIT,Pittsburgh,Penguins,81,5,21,26,89
11702,Coleman,Blake,40,C,"5'11""",200,11/28/1991,26,"Plano, TX",USA,Y,7,NJD,New Jersey,Devils,23,1,1,2,29
4154,Comeau,Blake,14,LW,"6'1""",202,2/18/1986,32,"Meadow Lake, SK",Canada,N,22,COL,Colorado,Avalanche,77,8,12,20,103
5564,Compher,J.T.,37,LW,"6'0""",193,4/8/1995,23,"Northbrook, IL",USA,Y,22,COL,Colorado,Avalanche,21,3,2,5,30
12468,Comrie,Eric,1,G,"6'1""",175,7/6/1995,22,"Edmonton, AB",Canada,Y,2,WPJ,Winnipeg,Jets,1,0,0,0,
5141,Conacher,Cory,19,C,"5'8""",180,12/14/1989,28,"Burlington, ON",Canada,N,1,TBL,Tampa Bay,Lightning,11,1,3,4,16
5835,Condon,Mike,1,G,"6'2""",197,4/27/1990,27,"Holliston, MA",USA,N,13,OTT,Ottawa,Senators,41,0,0,0,
4956,Condra,Erik,22,RW,"5'11""",188,8/6/1986,31,"Trenton, MI",USA,N,1,TBL,Tampa Bay,Lightning,13,0,0,0,8
5278,Connauton,Kevin,44,D,"6'2""",205,2/23/1990,28,"Edmonton, AB",Canada,N,30,ARI,Arizona,Coyotes,24,0,1,1,21
5004,Connolly,Brett,10,RW,"6'3""",195,5/2/1992,25,"Campbell River, BC",Canada,N,5,WSH,Washington,Capitals,67,15,8,23,81
5612,Connor,Kyle,81,LW,"6'1""",182,12/9/1996,21,"Shelby Twp., MI",USA,Y,2,WPJ,Winnipeg,Jets,21,2,3,5,24
5571,Copley,Phoenix,30,G,"6'4""",200,1/18/1992,26,"North Pole, AK",USA,N,17,STL,St. Louis,Blues,1,0,0,0,
5555,Copp,Andrew,9,C,"6'1""",206,7/8/1994,23,"Ann Arbor, MI",USA,N,2,WPJ,Winnipeg,Jets,64,9,8,17,77
11500,Coreau,Jared,31,G,"6'6""",220,11/4/1991,26,"Perth, ON",Canada,Y,16,DET,Detroit,Red Wings,15,0,0,0,
5217,Corrado,Frank,20,D,"6'0""",205,3/26/1993,25,"Toronto, ON",Canada,N,10,PIT,Pittsburgh,Penguins,4,0,0,0,3
5536,Cousins,Nick,25,C,"5'11""",185,7/20/1993,24,"Belleville, ON",Canada,N,6,PHI,Philadelphia,Flyers,60,6,10,16,100
4715,Couture,Logan,39,C,"6'1""",205,3/28/1989,29,"Guelph, ON",Canada,N,26,SJS,San Jose,Sharks,73,25,27,52,174
4995,Couturier,Sean,14,C,"6'3""",211,12/7/1992,25,"Phoenix, AZ",USA,N,6,PHI,Philadelphia,Flyers,66,14,20,34,120
5124,Coyle,Charlie,3,RW,"6'3""",221,3/2/1992,26,"E. Weymouth, MA",USA,N,25,MIN,Minnesota,Wild,82,18,38,56,159
4684,Cracknell,Adam,27,RW,"6'2""",218,7/15/1985,32,"Prince Albert, SK",Canada,N,27,DAL,Dallas,Stars,69,10,6,16,87
10100,Cramarossa,Joseph,26,LW,"6'0""",192,10/26/1992,25,"Toronto, ON",Canada,Y,21,VAN,Vancouver,Canucks,59,4,6,10,36
3855,Crawford,Corey,50,G,"6'2""",216,12/31/1984,33,"Montreal, QC",Canada,N,20,CHI,Chicago,Blackhawks,55,0,1,1,
3490,Crosby,Sidney,87,C,"5'11""",200,8/7/1987,30,"Cole Harbour, NS",Canada,N,10,PIT,Pittsburgh,Penguins,75,44,45,89,255
5606,Crouse,Lawson,67,LW,"6'4""",220,6/23/1997,20,"Mt. Brydges, ON",Canada,Y,30,ARI,Arizona,Coyotes,72,5,7,12,84
257,Cullen,Matt,7,C,"6'1""",202,11/2/1976,41,"Virginia, MN",USA,N,10,PIT,Pittsburgh,Penguins,72,13,18,31,95
10077,Czarnik,Austin,27,C,"5'9""",160,12/12/1992,25,"Detroit, MI",USA,Y,11,BOS,Boston,Bruins,49,5,8,13,66
5493,Dahlbeck,Klas,6,D,"6'3""",207,7/6/1991,26,Katrineholm,Sweden,N,3,CAR,Carolina,Hurricanes,43,2,4,6,37
701,Daley,Trevor,6,D,"5'11""",195,10/9/1983,34,"Toronto, ON",Canada,N,10,PIT,Pittsburgh,Penguins,56,5,14,19,84
4805,Dalpe,Zac,27,C,"6'2""",194,11/1/1989,28,"Paris, ON",Canada,N,25,MIN,Minnesota,Wild,9,1,2,3,8
5487,Danault,Phillip,24,C,"6'1""",195,2/24/1993,25,"Victoriaville, QC",Canada,N,14,MTL,Montreal,Canadiens,82,13,27,40,133
5450,Dano,Marko,56,C,"5'11""",212,11/30/1994,23,Eisenstadt,Austria,N,2,WPJ,Winnipeg,Jets,38,4,7,11,44
5475,Darling,Scott,33,G,"6'6""",232,12/22/1988,29,"Newport News, VA",USA,N,20,CHI,Chicago,Blackhawks,33,0,0,0,
5899,Dauphin,Laurent,76,C,"6'1""",180,3/26/1995,23,"Repentigny, QC",Canada,N,30,ARI,Arizona,Coyotes,24,2,1,3,32
5498,Davidson,Brandon,88,D,"6'2""",208,8/20/1991,26,"Taber, AB",Canada,N,14,MTL,Montreal,Canadiens,38,0,3,3,42
11803,Dea,Jean-Sebastien,39,C,"5'11""",175,2/8/1994,24,"Laval, QC",Canada,Y,10,PIT,Pittsburgh,Penguins,1,0,0,0,1
